STT,ID_cau_VLSP,Nguon_ZH,Tham_chieu_VI,Ban_dich_He_A,Ban_dich_He_B
257,vi-zh-2022-test-0257,但是，根据情报界以及美国和欧洲分析人士的评价，在塔利班领导下的阿富汗国家和人民的未来并不确定。,"Tuy nhiên, theo đánh giá của giới tình báo và giới phân tích Mỹ và châu Âu, tương lai của đất nước và người dân Afghanistan dưới sự lãnh đạo của Taliban là không chắc chắn.","Tuy nhiên, theo đánh giá của giới tình báo cũng như các nhà phân tích Mỹ và châu Âu, tương lai của quốc gia và nhân dân Afghanistan dưới sự lãnh đạo của Taliban là không chắc chắn.","Tuy nhiên, theo đánh giá của cộng đồng tình báo và các nhà phân tích Mỹ, châu Âu, tương lai của nhà nước và người dân Afghanistan dưới sự lãnh đạo của Taliban là không chắc chắn."
258,vi-zh-2022-test-0258,首先，塔利班是武装力量，而不是适合治国的民事政治组织。,"Trước hết, Taliban là một lực lượng vũ trang, không phải là một tổ chức chính trị dân sự thích hợp để điều hành đất nước.","Trước hết, Taliban là một lực lượng vũ trang, không phải là một tổ chức chính trị dân sự phù hợp để cai trị đất nước.","Trước hết, Taliban là một lực lượng vũ trang, không phải là một tổ chức chính trị dân sự phù hợp để cai trị đất nước."
259,vi-zh-2022-test-0259,同时，经过多年战争，阿富汗正处于财政枯竭和社会政治安全日益不稳定的状态。,"Đồng thời, sau nhiều năm chiến tranh, Afghanistan đang rơi vào tình trạng kiệt quệ về tài chính và an ninh chính trị xã hội ngày càng bất ổn.","Đồng thời, sau nhiều năm chiến tranh, Afghanistan đang ở trong tình trạng cạn kiệt tài chính và bất ổn an ninh chính trị xã hội ngày càng gia tăng.","Đồng thời, sau nhiều năm chiến tranh, Afghanistan đang rơi vào tình trạng cạn kiệt tài chính và an ninh chính trị - xã hội ngày càng bất ổn."
260,vi-zh-2022-test-0260,在塔利班政权之下，阿富汗人民将如何生活和建设国家，所有问题都会在不久的将来获得解答。,"Dưới chế độ Taliban, người dân Afghanistan sẽ sống và xây dựng đất nước như thế nào, tất cả câu hỏi sẽ được giải đáp trong thời gian sắp tới.","Dưới chế độ Taliban, người dân Afghanistan sẽ sống và xây dựng đất nước ra sao, mọi vấn đề sẽ được giải đáp trong tương lai không xa.",Người dân Afghanistan sẽ sống và xây dựng đất nước như thế nào dưới chế độ Taliban sẽ có câu trả lời trong thời gian sắp tới.
261,vi-zh-2022-test-0261,但从经济角度看，遭受损失最大的是企业。,"Nhưng ở góc độ kinh tế, chính doanh nghiệp là người chịu thiệt nhất.","Tuy nhiên, xét từ góc độ kinh tế, doanh nghiệp là đối tượng chịu tổn thất lớn nhất.","Nhưng xét ở góc độ kinh tế, thiệt hại lớn nhất chính là doanh nghiệp."
262,vi-zh-2022-test-0262,在力所能及的范围内，为减少企业的困难，越南政府、各部门和各地政府都为企业维持、恢复和发展生产创造了机制政策等便利条件。,"Trong phạm vi có thể, để giảm bớt khó khăn cho doanh nghiệp, Chính phủ Việt Nam, các ban ngành và chính quyền địa phương đã tạo cơ chế, chính sách để doanh nghiệp duy trì, khôi phục và phát triển sản xuất.","Trong phạm vi khả năng của mình, để giảm bớt khó khăn cho doanh nghiệp, Chính phủ Việt Nam, các bộ, ngành và chính quyền các địa phương đã tạo điều kiện thuận lợi về cơ chế, chính sách để doanh nghiệp duy trì, phục hồi và phát triển sản xuất.","Bằng khả năng tốt nhất của mình, nhằm giảm bớt khó khăn cho doanh nghiệp, Chính phủ Việt Nam, các bộ ngành và chính quyền địa phương đã tạo ra các cơ chế, chính sách và các điều kiện thuận lợi khác để doanh nghiệp duy trì, tiếp tục và phát triển sản xuất."
263,vi-zh-2022-test-0263,政府还主动颁布《关于延长2021年增值税、企业所得税、个人所得税和土地租赁费缴纳期限的第52号议定》、《关于继续在疫情期间采取解决生产经营困难、推动落实公共投资资金、保障社会秩序和安全等任务和措施的第84号决议》、《关于救助因疫遇困者的第42号决议》、《关于支持因新冠肺炎疫情而面临困难的雇员和雇主的多项政策的第68号决议》，并削减了多种行政手续。,"Chính phủ cũng đã chủ động ban hành ""Thỏa thuận số 52 về việc kéo dài thời gian nộp thuế giá trị gia tăng, thuế thu nhập doanh nghiệp, thuế thu nhập cá nhân và tiền thuê đất năm 2021"" và ""Về các biện pháp tiếp tục giải quyết khó khăn trong sản xuất và vận hành, thúc đẩy việc thực hiện các quỹ đầu tư công và bảo vệ xã hội trong thời kỳ đại dịch Nghị quyết số 84 về các nhiệm vụ và biện pháp bảo đảm trật tự và an toàn, Nghị quyết số 42 về cứu trợ người dân gặp khó khăn do giải quyết đại dịch, và cắt giảm một loạt các thủ tục hành chính.","Chính phủ còn chủ động ban hành Nghị định số 52 về việc gia hạn thời hạn nộp thuế giá trị gia tăng, thuế thu nhập doanh nghiệp, thuế thu nhập cá nhân và tiền thuê đất năm 2021; Nghị quyết số 84 về việc tiếp tục thực hiện các nhiệm vụ, giải pháp tháo gỡ khó khăn cho sản xuất kinh doanh, thúc đẩy giải ngân vốn đầu tư công, bảo đảm trật tự an toàn xã hội trong bối cảnh dịch bệnh; Nghị quyết số 42 về các biện pháp hỗ trợ người dân gặp khó khăn do dịch bệnh; Nghị quyết số 68 về các chính sách hỗ trợ người lao động và người sử dụng lao động gặp khó khăn do đại dịch COVID-19, đồng thời cắt giảm nhiều thủ tục hành chính.","Chính phủ cũng chủ động ban hành “Quyết định số 52 về gia hạn nộp thuế giá trị gia tăng, thuế thu nhập doanh nghiệp, thuế thu nhập cá nhân và tiền thuê đất năm 2021” và “Về việc tiếp tục thực hiện các giải pháp tháo gỡ khó khăn cho sản xuất kinh doanh, thúc đẩy thực hiện quỹ đầu tư công, bảo vệ xã hội trong thời kỳ dịch bệnh”. Nghị quyết số 84 về các nhiệm vụ, biện pháp như trật tự an ninh, Nghị quyết số 42 về hỗ trợ người bị mắc kẹt do dịch bệnh và Nghị quyết số 68 về nhiều chính sách hỗ trợ người lao động, người sử dụng lao động gặp khó khăn do dịch bệnh Covid-19 và cắt giảm các thủ tục hành chính."
264,vi-zh-2022-test-0264,其中向企业提供资助的一些政策已见成效，如：企业信贷政策（延长还贷期限、重组还贷期限、减免银行利息和费用）。,"Một số chính sách hỗ trợ tài chính cho doanh nghiệp đã đạt được kết quả như: chính sách tín dụng doanh nghiệp (kéo dài thời gian trả nợ, cơ cấu lại thời hạn trả nợ, miễn giảm lãi suất ngân hàng).","Một số chính sách hỗ trợ doanh nghiệp đã phát huy hiệu quả, ví dụ như chính sách tín dụng doanh nghiệp (gia hạn thời hạn trả nợ, tái cơ cấu thời hạn trả nợ, giảm và miễn lãi suất, phí ngân hàng).","Một số chính sách cấp vốn cho doanh nghiệp đã đạt được kết quả như: chính sách tín dụng doanh nghiệp (gia hạn thời gian trả nợ, cơ cấu lại thời hạn trả nợ, giảm, miễn lãi, phí ngân hàng)."
265,vi-zh-2022-test-0265,越南政府总理范明政最近在与企业、企业协会及各地政府机关代表就新冠肺炎疫情肆虐背景下，如何解决困难，促进生产经营问题举行的全国视频会议上表示：,"Thủ tướng Việt Nam Phạm Minh Chính mới đây đã phát biểu tại hội nghị truyền hình toàn quốc với đại diện các doanh nghiệp, hiệp hội doanh nghiệp và các cơ quan chính quyền địa phương về cách tháo gỡ khó khăn, thúc đẩy sản xuất và hoạt động trong bối cảnh đại dịch COVID - 19 hoành hành:","Thủ tướng Chính phủ Việt Nam Phạm Minh Chính gần đây đã phát biểu tại hội nghị trực tuyến toàn quốc về giải quyết khó khăn, thúc đẩy sản xuất kinh doanh trong bối cảnh dịch bệnh COVID-19 diễn biến phức tạp, với sự tham dự của đại diện doanh nghiệp, hiệp hội doanh nghiệp và các cơ quan chính quyền địa phương:","Thủ tướng Phạm Minh Chính của Chính phủ Việt Nam mới đây đã tổ chức Hội nghị truyền hình toàn quốc với đại diện các doanh nghiệp, hiệp hội doanh nghiệp và cơ quan chính quyền địa phương về cách tháo gỡ khó khăn, thúc đẩy sản xuất kinh doanh trong bối cảnh dịch bệnh Covid-19 đang hoành hành:"
266,vi-zh-2022-test-0266,政府将成立特别工作组，协助企业排忧解难，加强分级分权，把责任落实到人。,"Chính phủ sẽ thành lập một nhóm công tác đặc biệt để hỗ trợ doanh nghiệp giải quyết các vướng mắc, tăng cường phân loại, phân cấp, phân công trách nhiệm cho người dân.","Chính phủ sẽ thành lập một nhóm công tác đặc biệt để hỗ trợ doanh nghiệp giải quyết khó khăn, tăng cường phân cấp, phân quyền và quy trách nhiệm rõ ràng cho từng cá nhân.","Chính phủ sẽ thành lập một nhóm công tác đặc biệt để giúp các doanh nghiệp giải quyết vấn đề, tăng cường phân cấp và phân cấp, phân công trách nhiệm cho người dân."
267,vi-zh-2022-test-0267,政府也指示各地确保物流通畅，稳定供应链，为经济发展铺路。,"Chính phủ cũng chỉ đạo tất cả các địa phương phải đảm bảo hậu cần thông suốt, ổn định chuỗi cung ứng, tạo tiền đề cho phát triển kinh tế.","Chính phủ cũng chỉ đạo các địa phương đảm bảo thông suốt logistics, ổn định chuỗi cung ứng, tạo nền tảng cho phát triển kinh tế.","Chính phủ cũng đã chỉ đạo nhiều địa phương đảm bảo hoạt động hậu cần thông suốt, ổn định chuỗi cung ứng và mở đường cho phát triển kinh tế."
268,vi-zh-2022-test-0268,除了一床被子，其他什么都没有,"Trừ một cái giường đầy chăn ra, thì chẳng có gì khác cả",Ngoài một chiếc chăn ra thì không còn gì cả.,Chẳng có gì ngoài cái chăn
269,vi-zh-2022-test-0269,而角落的被子此时还无法被阳光小精灵照顾,Mà chiếc khăn trong góc lúc này vẫn chưa thể nào được những tia nắng tiểu thần tiên chăm sóc.,Và chăn ở góc phòng lúc này vẫn chưa được những tia nắng nhỏ chăm sóc.,Chiếc chăn bông trong góc lúc này không thể để cho Tinh Tinh lo liệu được.
270,vi-zh-2022-test-0270,看着看着，我的眼睛湿润了，心中感慨万千,"Cứ nhìn như vậy rồi từ từ mắt tôi ướt nhòe, trong lòng vô cùng xúc động.","Nhìn mãi, mắt tôi cay cay, lòng dâng lên muôn vàn cảm xúc.","Khi tôi nhìn nó, mắt tôi ươn ướt và tràn ngập cảm xúc."
271,vi-zh-2022-test-0271,我的意思是，这应该是挺明确的。,"Ý tôi là, điều đó rất rõ ràng.","Ý của tôi là, điều này hẳn là khá rõ ràng.","Ý tôi là, nó phải khá rõ ràng."
272,vi-zh-2022-test-0272,如果我们有了孩子我可不知道自己会不会是孩子妈妈,"Và nếu chúng ta muốn có một đứa con, em không dám chắc mình có làm mẹ được không nữa","Nếu chúng tôi có con, tôi không biết mình có trở thành một người mẹ tốt hay không.","Nếu chúng tôi có một đứa con, tôi không biết liệu mình có làm mẹ hay không."
